key_id,Job Number,Bin,ProfessionalCertificate,Filing Status,SignoffDate,House Number,Street Name,Community Board,Borough,Longitude,Latitude,Work Type Name,Filing Date,CPE Assigned Date,CPE Action Date,PE Assigned Date,First Objection Date,Latest Objections Date,Latest Resubmit Date,Plan Approved Date,Latest Permit Issued Date,Latest Permit Signed Off Date,Procert QA Supervisior Assigned Date,Procert QA Clerk Assigned Date,QA Failed Date,Job Type,Job Description
M00001419-I1_Side_Walk_Shed,M00001419-I1,1005225,Yes,Permit Entire,,541,EAST 12 STREET,103,MANHATTAN,-73.9794,40.72852,Side Walk Shed,11/3/2017,,,,,,,11/3/2017,11/3/2017,,11/3/2017,11/3/2017,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SIDEWALK-SHED  PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014CODE."
M00023757-I1_Antenna,M00023757-I1,1005239,No,Objections,,520,EAST 14 STREET,103,MANHATTAN,-73.97939,40.72969,Antenna,4/3/2018,4/3/2018,4/4/2018,4/4/2018,4/4/2018,6/6/2018,6/1/2018,,,,,,,A2,"Modification of existing telecommunication site. Relocate existing antenna sectors, install (3) new antennas and replace (1) telecom cabinet on the roof. All work is in conformance with TPPN #5/98. No change in use, exits, or occupancy. Carrier: T-Mobile/ Metro PCS"
M00050421-I1_Scaffold,M00050421-I1,1005289,Yes,Permit Entire,,95,DELANCY STREET,103,MANHATTAN,-73.98938,40.7186,Scaffold,6/12/2018,,,,,,,6/20/2018,8/1/2018,,6/12/2018,6/12/2018,6/13/2018,A2,"INSTALLATION OF TEMPORARY SCAFFOLD FOR WORK ER ACCESS DURING CONSTRUCTION. SCAFFOLD SHALL COMPLY WITH CHAPTER 33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
M00020417-I1_Sign,M00020417-I1,1005329,Yes,Signed Off,4/10/2018,101,RIVINGTON STREET,103,MANHATTAN,-73.98832,40.71985,Sign,2/27/2018,,,,,,,2/28/2018,2/28/2018,,2/27/2018,2/28/2018,,A2,"Erect illuminated non advertising sign on wall. No change of use, egress or occupancy."
M00002765-I1_Sign,M00002765-I1,1005349,Yes,Permit Entire,,97,STANTON STREET,103,MANHATTAN,-73.98819,40.72118,Sign,12/19/2017,,,,,,,12/22/2017,3/5/2018,,12/19/2017,12/20/2017,,A2,"TO RECTIFY ECB VIOLATION#35102618R,35102619Z,35041730K,35041731M,35102676P,35102680H,35102681J,35102675N,35102679K,35102648H,35102649J,35159429P,35038488Y,35159428N, NEW BUSINESS ACCESSORY SIGN TO BE INSTALLED. EX. SIGN JOB#122015247 AND 122015210 TO BE WITHDRAW AFTER INSPECTION OF THIS APPLICATION DONE. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
M00020284-P1_Fence,M00020284-P1,1005355,No,Approved,,151,LUDLOW STREET,103,MANHATTAN,-73.98821,40.72088,Fence,3/22/2018,3/22/2018,3/22/2018,3/22/2018,3/29/2018,5/2/2018,5/22/2018,5/22/2018,,,,,,A2,"Installation of temporary construction fence.  No change to use, egress or occupancy."
M00046200-I1_Fence,M00046200-I1,1005367,Yes,Permit Entire,,144,ORCHARD STREET,103,MANHATTAN,-73.98891,40.72042,Fence,5/21/2018,,,,,,,5/22/2018,5/22/2018,,5/21/2018,5/22/2018,,A2,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE IN FRONT OF NORTH STORE.   NO CHANGE TO OCCUPANCY USE OR EGRESS UNDER THIS APPLICATION."
M00002526-I1_Fence,M00002526-I1,1005430,Yes,Permit Entire,,108,ELDRIDGE STREET,103,MANHATTAN,-73.99178,40.71802,Fence,11/21/2017,,,,,,,11/22/2017,11/22/2017,,11/21/2017,11/21/2017,,A2,"INSTALL TEMPORARY PLYWOOD FENCE. NO CHANGE IN USE, MEANS OF EGRESS OR OCCUPANCY IN THIS APPLICATION."
M00077243-I1_Scaffold,M00077243-I1,1005442,Yes,Permit Entire,,294,GRAND STREET,103,MANHATTAN,-73.99179,40.71775,Scaffold,9/7/2018,,,,,,,9/7/2018,9/7/2018,,9/7/2018,9/7/2018,,A2,"PROPOSED INSTALLATION OF TEMPORARY PIPE SCAFFOLD AS PER PLANS. WORK SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION."
M00042481-I1_Fence,M00042481-I1,1005505,Yes,Permit Entire,,125,ORCHARD STREET,103,MANHATTAN,-73.98974,40.71958,Fence,5/17/2018,,,,,,,5/24/2018,5/24/2018,,5/17/2018,5/17/2018,5/22/2018,A2,"INSTALLATION OF TEMPORARY FENCE FOR STORE AT 125 ORCHARD STREET FOR STOREFRONT REPLACEMENT BY APPLICATION # 123437664 . NO CHANGE TO OCUPANCY USE OR EGRESS UNDER THIS APPLICATION"
M00015275-I1_Antenna,M00015275-I1,1005508,No,Permit Entire,,80,DELANCEY STREET,103,MANHATTAN,-73.98987,40.71935,Antenna,2/13/2018,2/13/2018,2/14/2018,2/14/2018,2/14/2018,2/14/2018,2/21/2018,3/2/2018,3/13/2018,,,,,A2,"Removal of antennas and RRU units. Removal of existing equipment platform and dunnage. Removal of cable tray and stepover. All work is on the roof. All work is in compliance with TPPN 5/98. No change in use, egress, or occupancy."
M00026751-I1_Side_Walk_Shed,M00026751-I1,1005536,Yes,Permit Entire,,78,RIVINGTON STREET,103,MANHATTAN,-73.98929,40.72048,Side Walk Shed,3/22/2018,,,,,,,3/23/2018,3/23/2018,,3/22/2018,3/22/2018,,A2,"INSTALLATION OF LIGHT DUTY SIDEWALK SHED AS PER PLANS FOR REMEDIAL REPAIRS.  NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.  SIDEWALK SHED SHALL COMPLY WITH CHAPTER 33 OF THE NYC 2014 BUILDING CODE."
M00011895-I1_Fence,M00011895-I1,1005569,Yes,Permit Entire,,293,BROOME STREET,103,MANHATTAN,-73.99203,40.71847,Fence,1/26/2018,,,,,,,1/26/2018,5/4/2018,,1/26/2018,1/26/2018,,A2,"INSTALLATION OF FENCE AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00031660-I1_Sign,M00031660-I1,1005574,No,Objections,,107,ELDRIDGE STREET,103,MANHATTAN,-73.99228,40.71811,Sign,5/7/2018,5/7/2018,5/7/2018,5/7/2018,5/10/2018,5/10/2018,,,,,,,,A2,"INSTALL A NON ADVERTISING ACCESSORY SIGN ON WALL. NO CHANGE IN USE GROUP, EGRESS OR OCCUPANCY."
M00039635-I1_Fence,M00039635-I1,1005582,Yes,Permit Entire,,274,GRAND STREET,103,MANHATTAN,-73.99275,40.71805,Fence,5/15/2018,,,,,,,5/16/2018,8/1/2018,,5/15/2018,5/15/2018,,A2,"Application is filed for temporary construction fence in conjunction with alteration 2 # 123129881."
M00034576-I1_Side_Walk_Shed,M00034576-I1,1005592,Yes,Permit Entire,,133,ELDRIDGE STREET,103,MANHATTAN,-73.99181,40.71901,Side Walk Shed,4/18/2018,,,,,,,4/18/2018,4/18/2018,,4/18/2018,4/18/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 PSF. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2014 CODE NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
M00002197-I1_Side_Walk_Shed,M00002197-I1,1005635,Yes,Permit Entire,,145,BOWERY,103,MANHATTAN,-73.99425,40.71903,Side Walk Shed,11/9/2017,,,,,,,11/10/2017,1/3/2018,,11/9/2017,11/10/2017,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 PSF. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2014 CODE NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
M00071167-I1_Scaffold,M00071167-I1,1005659,Yes,Permit Entire,,167,BOWERY,103,MANHATTAN,-73.99383,40.71977,Scaffold,8/15/2018,,,,,,,8/15/2018,9/25/2018,,8/15/2018,8/15/2018,,A2,"INSTALLATION OF A TEMPORARY SCAFFOLD AS PER PLANS IN CONJUNCTION WITH REMEDIAL REPAIRS. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SCAFFOLD SHALL COMPLY WITH 2014 NYC BUILDING CODE, CHAPTER 33."
M00049395-I1_Fence,M00049395-I1,1005690,Yes,Permit Entire,,167,CHRYSTIE STREET,103,MANHATTAN,-73.99286,40.7208,Fence,6/1/2018,,,,,,,6/2/2018,6/11/2018,,6/1/2018,6/1/2018,,A2,"Proposed construction fence. No change to use, egress or occupancy under this application"
M00039834-I1_Scaffold,M00039834-I1,1005691,Yes,Permit Entire,,165,CHRYSTIE STREET,103,MANHATTAN,-73.99289,40.72074,Scaffold,5/3/2018,,,,,,,5/3/2018,8/14/2018,,5/3/2018,5/3/2018,,A2,"INSTALLATION OF A SCAFFOLD AS PER PLANS IN CONJUNCTION WITH NB CONSTRUCTION. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SCAFFOLD TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
M00045133-I1_Fence,M00045133-I1,1005717,Yes,Permit Entire,,201,CHRYSTIE STREET,103,MANHATTAN,-73.99208,40.72227,Fence,5/22/2018,,,,,,,5/22/2018,5/22/2018,,5/22/2018,5/22/2018,,A2,"INSTALLATION OF FENCE AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00045127-I1_Fence,M00045127-I1,1005718,Yes,Permit Entire,,199,CHRYSTIE STREET,103,MANHATTAN,-73.99211,40.72221,Fence,5/25/2018,,,,,,,5/26/2018,5/26/2018,,5/25/2018,5/25/2018,,A2,"INSTALLATION OF FENCE AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00060123-I1_Scaffold,M00060123-I1,1005734,Yes,Permit Entire,,24,1 AVENUE,103,MANHATTAN,-73.98782,40.72359,Scaffold,7/13/2018,,,,,,,7/13/2018,7/17/2018,,7/13/2018,7/13/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00063945-P1_Scaffold,M00063945-P1,1005735,Yes,Approved,,26,1 AVENUE,103,MANHATTAN,-73.9878,40.72369,Scaffold,8/19/2018,,,,,,,8/20/2018,,,8/19/2018,8/20/2018,,A2,"REVISED PLAN  FOR PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00026827-P1_Side_Walk_Shed,M00026827-P1,1005758,Yes,Approved,,40,1 AVENUE,103,MANHATTAN,-73.98676,40.72374,Side Walk Shed,8/30/2018,,,,,,,8/31/2018,,,8/30/2018,8/30/2018,,A2,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLAN SUBMITTED. WORK SHALL COMPLY WITH 2014 BUILDING CODES CHAPTER 33. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00075467-I1_Side_Walk_Shed,M00075467-I1,1005759,Yes,Permit Entire,,60,1 AVENUE,103,MANHATTAN,-73.98679,40.72468,Side Walk Shed,8/30/2018,,,,,,,8/30/2018,8/30/2018,,8/30/2018,8/30/2018,,A2,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS SUBMITTED. WORK SHALL COMPLY WITH 2014 BUILDING CODES CHAPTER 33. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00056656-I1_Side_Walk_Shed,M00056656-I1,1005764,Yes,Permit Entire,,85,AVENUE A,103,MANHATTAN,-73.98444,40.72531,Side Walk Shed,7/13/2018,,,,,,,7/13/2018,7/26/2018,,7/13/2018,7/13/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00021104-I1_Sign,M00021104-I1,1005774,Yes,Permit Entire,,112,1 AVENUE,103,MANHATTAN,-73.98563,40.72669,Sign,2/21/2018,,,,,,,2/21/2018,3/6/2018,9/26/2018,2/21/2018,2/21/2018,,A2,"ILLUMINATED BUSINESS ACCESSORY WALL SIGN, NO CHANGE TO USE, EGRESS OR OCCUPANCY"
M00001692-I1_Scaffold,M00001692-I1,1005787,Yes,Permit Entire,,120,EAST 7 STREET,103,MANHATTAN,-73.98438,40.72618,Scaffold,12/4/2017,,,,,,,12/5/2017,12/12/2017,,12/4/2017,12/4/2017,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00000722-I1_Side_Walk_Shed,M00000722-I1,1005791,Yes,Signed Off,1/31/2018,130,EAST 7 STREET,103,MANHATTAN,-73.98389,40.72607,Side Walk Shed,10/20/2017,,,,,,,10/20/2017,1/9/2018,1/29/2018,10/20/2017,10/20/2017,,A2,"SIDEWALK SHED PROPOSED INSTALLATION OF SIDEWALK SHED AS PER PLAN NO CHANGE IN USE, OCCUPANCY OF EGRESS UNDER THIS APPLICATION."
M00001566-I1_Scaffold,M00001566-I1,1005797,Yes,Approved,,441,EAST 6 STREET,103,MANHATTAN,-73.98431,40.72585,Scaffold,11/7/2017,,,,,,,11/8/2017,,,11/7/2017,11/8/2017,,A2,"INSTALL TEMP SUSPENDED SCAFFOLD AS PER PLANS FILED HEREWITH."
M00041534-I1_Side_Walk_Shed,M00041534-I1,1005803,Yes,Permit Entire,,429,EAST 6 STREET,103,MANHATTAN,-73.98479,40.72605,Side Walk Shed,5/31/2018,,,,,,,6/2/2018,6/2/2018,,5/31/2018,5/31/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00003134-I1_Antenna,M00003134-I1,1005881,No,Permit Entire,,131,AVENUE A,103,MANHATTAN,-73.98318,40.72691,Antenna,4/11/2018,4/11/2018,4/11/2018,4/11/2018,4/11/2018,4/11/2018,6/12/2018,6/14/2018,6/15/2018,,,,,A2,"AT&T / Replacement of existing telecommunications antennas with installation/replacement of RRH units on roof.  Installation of RRH units in existing equipment shelter on roof.  All work in compliance with TPPN 5/98.  No change to occupancy, use, or egress."
M00068275-I1_Side_Walk_Shed,M00068275-I1,1005890,Yes,Permit Entire,,101,ST MARKS PLACE,103,MANHATTAN,-73.98432,40.72744,Side Walk Shed,8/7/2018,,,,,,,8/8/2018,8/8/2018,,8/7/2018,8/7/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE."
M00065753-I1_Side_Walk_Shed,M00065753-I1,1005894,Yes,Permit Entire,,150,1 AVENUE,103,MANHATTAN,-73.98436,40.72821,Side Walk Shed,7/30/2018,,,,,,,7/30/2018,7/30/2018,,7/30/2018,7/30/2018,,A2,"Installation of temporary sidewalk shed per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
M00075070-I1_Scaffold,M00075070-I1,1005912,Yes,Permit Entire,,288,EAST 10 STREET,103,MANHATTAN,-73.98263,40.72784,Scaffold,9/5/2018,,,,,,,9/6/2018,9/10/2018,,9/5/2018,9/6/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00054964-I1_Scaffold,M00054964-I1,1005927,Yes,Permit Entire,,411,EAST 9 STREET,103,MANHATTAN,-73.98408,40.72809,Scaffold,6/29/2018,,,,,,,7/2/2018,7/26/2018,,6/29/2018,7/2/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00025349-I1_Scaffold,M00025349-I1,1005936,Yes,Permit Entire,,410,EAST 11 STREET,103,MANHATTAN,-73.98341,40.72889,Scaffold,4/4/2018,,,,,,,4/4/2018,4/4/2018,,4/4/2018,4/4/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. ALL WORK SHALL BE ACCORDING TO CHAPTER #33 OF THE 2014 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION"
M00070253-I1_Scaffold,M00070253-I1,1005949,Yes,Permit Entire,,287,EAST 10 STREET,103,MANHATTAN,-73.98243,40.72814,Scaffold,8/17/2018,,,,,,,8/20/2018,8/20/2018,,8/17/2018,8/20/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00019716-I1_Side_Walk_Shed,M00019716-I1,1005992,Yes,Permit Entire,,440,EAST 13 STREET,103,MANHATTAN,-73.98164,40.7298,Side Walk Shed,2/26/2018,,,,,,,2/26/2018,2/26/2018,,2/26/2018,2/26/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 35' LONG AS PER PLANS DURING GENERAL CONSTRUCTION WORK. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
M00055242-P1_Side_Walk_Shed,M00055242-P1,1005997,Yes,Approved,,201,AVENUE A,103,MANHATTAN,-73.9814,40.72949,Side Walk Shed,8/2/2018,,,,,,,8/3/2018,,,8/2/2018,8/2/2018,8/2/2018,A2,"REVISED PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FILED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2008 CODE"
M00047422-I1_Side_Walk_Shed,M00047422-I1,1005999,Yes,Permit Entire,,441,EAST 12 STREET,103,MANHATTAN,-73.98151,40.72933,Side Walk Shed,5/24/2018,,,,,,,5/25/2018,5/25/2018,,5/24/2018,5/24/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE."
M00057642-I1_Sign,M00057642-I1,1006011,Yes,Permit Entire,,222,1 AVENUE,103,MANHATTAN,-73.98266,40.73078,Sign,7/10/2018,,,,,,,7/11/2018,7/12/2018,,7/10/2018,7/10/2018,,A2,"INSTALL ILLUMINATED SIGN ON WALL (HEARUSA). SUPERSEDES APPLICATION M00003465."
M00057597-I1_Sign,M00057597-I1,1006012,Yes,Signed Off,8/1/2018,404,EAST 14 STREET,103,MANHATTAN,-73.98244,40.73081,Sign,7/9/2018,,,,,,,7/10/2018,7/10/2018,,7/9/2018,7/9/2018,,A2,"Erect illuminated projecting non advertising sign on wall. No change of use, egress or occupancy."
M00069766-I1_Antenna,M00069766-I1,1006080,No,Objections,,28,2 AVENUE,103,MANHATTAN,-73.99023,40.72453,Antenna,9/17/2018,9/17/2018,9/17/2018,9/17/2018,9/17/2018,9/17/2018,,,,,,,,A2,"Modification to existing Verizon telecommunications site. Replace 3 antennas on roof. All in conformance with TPPN 5/98. No change in use, egress, or occupancy."
M00034913-I1_Scaffold,M00034913-I1,1006110,Yes,Permit Entire,,40,EAST 1 STREET,103,MANHATTAN,-73.9899,40.72427,Scaffold,4/30/2018,,,,,,,5/1/2018,5/1/2018,,4/30/2018,4/30/2018,4/30/2018,A2,"Installation of Pipe Scaffold as per Plans."
M00024945-I1_Side_Walk_Shed,M00024945-I1,1006116,Yes,Permit Entire,,44,EAST 3 STREET,103,MANHATTAN,-73.98965,40.72532,Side Walk Shed,4/27/2018,,,,,,,4/27/2018,4/27/2018,,4/27/2018,4/27/2018,,A2,"Installation of the sidewalk shed associated with some exterior work on the building facade. No change in use, egress or occupancy under this application."
M00002328-I1_Scaffold,M00002328-I1,1006118,Yes,Permit Entire,,48,EAST 3 STREET,103,MANHATTAN,-73.98952,40.72527,Scaffold,11/13/2017,,,,,,,11/27/2017,1/4/2018,,11/13/2017,11/13/2017,11/14/2017,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00072591-I1_Side_Walk_Shed,M00072591-I1,1006184,Yes,Permit Entire,,91,EAST 3 STREET,103,MANHATTAN,-73.98776,40.72486,Side Walk Shed,8/21/2018,,,,,,,8/21/2018,8/21/2018,,8/21/2018,8/21/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE.LIVE LOAD 300PSF."
M00070753-I1_Side_Walk_Shed,M00070753-I1,1006198,Yes,Permit Entire,,91,EAST 4 STREET,103,MANHATTAN,-73.98905,40.72615,Side Walk Shed,8/15/2018,,,,,,,8/15/2018,9/27/2018,,8/15/2018,8/15/2018,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE.LIVE LOAD 300PSF."
M00003276-I1_Scaffold,M00003276-I1,1006200,Yes,Signed Off,7/10/2018,76,2 AVENUE,103,MANHATTAN,-73.98896,40.72627,Scaffold,12/4/2017,,,,,,,12/4/2017,3/22/2018,,12/4/2017,12/4/2017,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00019902-I1_Side_Walk_Shed,M00019902-I1,1006262,Yes,Permit Entire,,104,2 AVENUE,103,MANHATTAN,-73.98816,40.72741,Side Walk Shed,2/20/2018,,,,,,,2/20/2018,7/25/2018,,2/20/2018,2/20/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00026990-I1_Scaffold,M00026990-I1,1006265,Yes,Permit Entire,,112,2 AVENUE,103,MANHATTAN,-73.98791,40.72764,Scaffold,3/20/2018,,,,,,,3/20/2018,3/20/2018,,3/20/2018,3/20/2018,3/20/2018,A2,"PIPE SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD AS PER  PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00062152-I1_Side_Walk_Shed,M00062152-I1,1006310,Yes,Permit Entire,,124,2 AVENUE,103,MANHATTAN,-73.98756,40.72813,Side Walk Shed,7/18/2018,,,,,,,7/18/2018,7/26/2018,,7/18/2018,7/18/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00002145-I1_Scaffold,M00002145-I1,1006313,Yes,Signed Off,5/17/2018,130,2 AVENUE,103,MANHATTAN,-73.9875,40.72837,Scaffold,11/14/2017,,,,,,,11/14/2017,3/21/2018,,11/14/2017,11/14/2017,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00031353-I1_Sign,M00031353-I1,1006334,Yes,Permit Entire,,129,1 AVENUE,103,MANHATTAN,-73.98566,40.72753,Sign,5/23/2018,,,,,,,6/21/2018,6/21/2018,,5/23/2018,5/23/2018,5/24/2018,A2,"Paint existing canopy and apply Non-illuminated vinyl copy accessory to busines reading "AT&T Logo". No change in use, egress or occupancy"
M00053771-I1_Side_Walk_Shed,M00053771-I1,1006397,Yes,Permit Entire,,51,ST MARKS PLACE,103,MANHATTAN,-73.98663,40.72841,Side Walk Shed,6/20/2018,,,,,,,6/21/2018,6/21/2018,,6/20/2018,6/20/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00048839-I1_Side_Walk_Shed,M00048839-I1,1006415,Yes,Permit Entire,,228,EAST 10 STREET,103,MANHATTAN,-73.98549,40.72898,Side Walk Shed,6/7/2018,,,,,,,6/7/2018,7/26/2018,,6/7/2018,6/7/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00060605-I1_Scaffold,M00060605-I1,1006435,Yes,Permit Entire,,170,2 AVENUE,103,MANHATTAN,-73.98613,40.73009,Scaffold,8/9/2018,,,,,,,8/10/2018,8/10/2018,,8/9/2018,8/9/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
M00032022-I1_Scaffold,M00032022-I1,1006439,Yes,Permit Entire,,314,EAST 11 STREET,103,MANHATTAN,-73.98554,40.72979,Scaffold,4/2/2018,,,,,,,4/3/2018,5/23/2018,,4/2/2018,4/3/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
M00003250-I1_Sign,M00003250-I1,1006454,Yes,Permit Entire,,167,1 AVENUE,103,MANHATTAN,-73.9846,40.72913,Sign,2/28/2018,,,,,,,3/1/2018,3/2/2018,,2/28/2018,3/1/2018,,A2,"INSTALL SIGNS ON FRONT OF BUILDING"
M00015372-I1_Fence,M00015372-I1,1006455,Yes,Permit Entire,,163,1 AVENUE,103,MANHATTAN,-73.98469,40.72901,Fence,2/14/2018,,,,,,,2/14/2018,2/15/2018,,2/14/2018,2/14/2018,,A2,"Install Temporary wood Construction fence."
M00001670-I1_Scaffold,M00001670-I1,1006458,Yes,Permit Entire,,231,EAST 10 STREET,103,MANHATTAN,-73.98514,40.72931,Scaffold,11/15/2017,,,,,,,7/10/2018,7/10/2018,,11/15/2017,11/15/2017,11/15/2017,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY"
M00001270-I1_Fence,M00001270-I1,1006472,Yes,Permit Entire,,180,2 AVENUE,103,MANHATTAN,-73.98586,40.73054,Fence,5/8/2018,,,,,,,5/9/2018,5/9/2018,,5/8/2018,5/8/2018,,A2,"INSTALLATION OF PLYWOOD FENCE AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
